UNI_ID,COURSE_NAME,TITLE,PUBLICATION_YEAR,AUTHORS,PUBLISHER,RESOURCE_TYPE
2, reading reconciliation ,divided nation?: indigenous affairs and the imagined public,,,melbourne university publishing,book
2, public policy perspectives ,the policy process: a reader,,,harvester wheatsheaf,book
2, indigenous australia and the nation ,chapter 3: aborigines struggle for land,,,,chapter
2, indigenous australia and the nation ,"a rightful place: race, recognition and a more complete commonwealth",,,,article
2," spies, saboteurs and secret agents ",the making of bletchley park and signals intelligence 1939–42,,,,article
2," spies, saboteurs and secret agents ","chapter 4: the magnificent five, in the sword and the shield: the mitrokhin archive and the secret history of the kgb",,,,chapter
2," spies, saboteurs and secret agents ","chapter d-6: the hunt for the magnificent five, in the defence of the realm: the authorized history of mi5",,,,chapter
2," spies, saboteurs and secret agents ","the cambridge comintern, in the missing dimension",,,,chapter
2," spies, saboteurs and secret agents ",exploring intelligence archives: enquiries into the secret state,,,routledge,book
2, transformations in the global order ,"rising powers, global capitalism and liberal global governance: a historical materialist account of the brics challenge",,,,article
2, transformations in the global order ,"non-governmental organisations, power and legitimacy in international society
        
        original text",,,,article
2, transformations in the global order ,"washington post - blogs (washington, district of columbia)",,,,journal
2, page and stage ,chapter 4: new historicism,,,,chapter
2, page and stage ,king james and the theatre of witches: subversion upon the jacobean stage - dawn a. saliba - google books,,,"state university of new york at binghamton, department of english, general literature and rhetoric, ",book
2, page and stage ,adaptation and appropriation,,,routledge,book
2, managing uncertainty through scenario planning ,leading from the emerging future: from ego-system to eco-system economies,,,"berrettkoehler publishers, inc",book
2, managing uncertainty through scenario planning ,strategy under uncertainty,,,,article
2, managing uncertainty through scenario planning ,scenarios: shooting the rapids,,,,article
2, managing uncertainty through scenario planning ,appendix 1: methods,,,,chapter
2, dynamics of cultural diversity in the workplace and the community ,motivation to lead in multicultural organizations,,,,article
2, dynamics of cultural diversity in the workplace and the community ,cultural constraints on the emergence of women leaders,,,,article
2, dynamics of cultural diversity in the workplace and the community ,multicultural participation in an israeli neighborhood,,,,article
2, dynamics of cultural diversity in the workplace and the community ,transformational learning experiences of international development volunteers in the asia-pacific: the case of a multinational ngo,,,,article
2, dynamics of cultural diversity in the workplace and the community ,a developmental progression model for intercultural consciousness: a leadership imperative,,,,article
2, dynamics of cultural diversity in the workplace and the community ,veiled diversity? workplace experiences of muslim women in australia,,,,article
2, current debates in education ,recognizing the child in child poverty,,,,article
2, current debates in education ,how do learning environments vary by school sector and socioeconomic composition? evidence from australian students,,,,article
2, academic learning skills ,"writing without teachers. pages 18-22, 30-37",,,,chapter
2, refugee law ,iom at a glance,,,,document
2, refugee law ,chen shi hai v mima (2000) 201 clr 293,,,,article
2," society, culture and ecology in asia ",tei quarterly environment journal.,,,thailand environment institute,journal
2," old media, new media ","media, society, world: social theory and digital media practice",,,,book
2," old media, new media ",proceedings cultural  attitudes towards comm unication and technology 2006,,,,proceedings
2," old media, new media ","transmedia frictions: the digital, the arts, and the humanities",,,university of california press,book
